"행정구역별","성별","거처의종류별",2020,2020,2020,2020,2020,2020,2020
"행정구역별","성별","거처의종류별",1인가구(60세이상),자기집,전세(월세 없음),보증금 있는 월세,보증금 없는 월세,사글세,무상
"전국","계","계",2241412,1288389,236025,481381,82347,20948,132322
"전국","계","주택",2126345,1242897,228944,458767,63231,18573,113933
"전국","계","단독주택",1066304,621153,108326,214702,47028,14343,60752
"전국","계","아파트",799829,466116,83141,201961,8264,2345,38002
"전국","계","연립주택",49512,34095,5763,5372,1024,236,3022
"전국","계","다세대주택",179472,107060,28538,29555,3864,1016,9439
"전국","계","비거주용 건물 내 주택",31228,14473,3176,7177,3051,633,2718
"전국","계","주택이외의 거처",115067,45492,7081,22614,19116,2375,18389
"전국","남자","계",736848,342202,72538,209792,50039,9952,52325
"전국","남자","주택",670347,320656,69213,196799,34384,8420,40875
"전국","남자","단독주택",382831,177791,35903,109776,26869,6800,25692
"전국","남자","아파트",206584,103211,21888,67874,3016,753,9842
"전국","남자","연립주택",13539,8058,1734,2240,451,72,984
"전국","남자","다세대주택",54068,26790,8621,13371,1814,455,3017
"전국","남자","비거주용 건물 내 주택",13325,4806,1067,3538,2234,340,1340
"전국","남자","주택이외의 거처",66501,21546,3325,12993,15655,1532,11450
"전국","여자","계",1504564,946187,163487,271589,32308,10996,79997
"전국","여자","주택",1455998,922241,159731,261968,28847,10153,73058
"전국","여자","단독주택",683473,443362,72423,104926,20159,7543,35060
"전국","여자","아파트",593245,362905,61253,134087,5248,1592,28160
"전국","여자","연립주택",35973,26037,4029,3132,573,164,2038
"전국","여자","다세대주택",125404,80270,19917,16184,2050,561,6422
"전국","여자","비거주용 건물 내 주택",17903,9667,2109,3639,817,293,1378
"전국","여자","주택이외의 거처",48566,23946,3756,9621,3461,843,6939
"동부","계","계",1578760,779151,214758,424339,63820,14992,81700
"동부","계","주택",1502146,756336,208483,404870,46954,13170,72333
"동부","계","단독주택",575329,210198,100118,193617,33809,9654,27933
"동부","계","아파트",702674,413463,74013,174361,6685,2001,32151
"동부","계","연립주택",39737,27361,4892,4286,720,162,2316
"동부","계","다세대주택",161881,96262,26648,26610,3229,872,8260
"동부","계","비거주용 건물 내 주택",22525,9052,2812,5996,2511,481,1673
"동부","계","주택이외의 거처",76614,22815,6275,19469,16866,1822,9367
"동부","남자","계",513842,189343,64735,183500,40111,7277,28876
"동부","남자","주택",468619,179745,61793,172172,25810,6049,23050
"동부","남자","단독주택",221640,56408,32464,97543,19649,4742,10834
"동부","남자","아파트",178189,90071,19059,57905,2419,616,8119
"동부","남자","연립주택",10843,6444,1474,1787,315,39,784
"동부","남자","다세대주택",48214,23902,7904,11927,1519,398,2564
"동부","남자","비거주용 건물 내 주택",9733,2920,892,3010,1908,254,749
"동부","남자","주택이외의 거처",45223,9598,2942,11328,14301,1228,5826
"동부","여자","계",1064918,589808,150023,240839,23709,7715,52824
"동부","여자","주택",1033527,576591,146690,232698,21144,7121,49283
"동부","여자","단독주택",353689,153790,67654,96074,14160,4912,17099
"동부","여자","아파트",524485,323392,54954,116456,4266,1385,24032
"동부","여자","연립주택",28894,20917,3418,2499,405,123,1532
"동부","여자","다세대주택",113667,72360,18744,14683,1710,474,5696
"동부","여자","비거주용 건물 내 주택",12792,6132,1920,2986,603,227,924
"동부","여자","주택이외의 거처",31391,13217,3333,8141,2565,594,3541
"읍부","계","계",234833,154611,13746,37326,8682,2793,17675
"읍부","계","주택",223424,148543,13290,36055,7890,2592,15054
"읍부","계","단독주택",131053,96346,4554,12516,5861,2152,9624
"읍부","계","아파트",69294,37836,6461,19960,1079,231,3727
"읍부","계","연립주택",6904,4701,683,756,214,47,503
"읍부","계","다세대주택",11982,7244,1342,2138,401,82,775
"읍부","계","비거주용 건물 내 주택",4191,2416,250,685,335,80,425
"읍부","계","주택이외의 거처",11409,6068,456,1271,792,201,2621
"읍부","남자","계",78334,43884,4823,16579,4541,1233,7274
"읍부","남자","주택",72144,40784,4530,15877,4044,1099,5810
"읍부","남자","단독주택",45642,28135,1843,7379,3166,914,4205
"읍부","남자","아파트",19211,8998,1903,6851,379,91,989
"읍부","남자","연립주택",1789,1085,184,302,89,21,108
"읍부","남자","다세대주택",3793,1836,466,1021,170,27,273
"읍부","남자","비거주용 건물 내 주택",1709,730,134,324,240,46,235
"읍부","남자","주택이외의 거처",6190,3100,293,702,497,134,1464
"읍부","여자","계",156499,110727,8923,20747,4141,1560,10401
"읍부","여자","주택",151280,107759,8760,20178,3846,1493,9244
"읍부","여자","단독주택",85411,68211,2711,5137,2695,1238,5419
"읍부","여자","아파트",50083,28838,4558,13109,700,140,2738
"읍부","여자","연립주택",5115,3616,499,454,125,26,395
"읍부","여자","다세대주택",8189,5408,876,1117,231,55,502
"읍부","여자","비거주용 건물 내 주택",2482,1686,116,361,95,34,190
"읍부","여자","주택이외의 거처",5219,2968,163,569,295,67,1157
"면부","계","계",427819,354627,7521,19716,9845,3163,32947
"면부","계","주택",400775,338018,7171,17842,8387,2811,26546
"면부","계","단독주택",359922,314609,3654,8569,7358,2537,23195
"면부","계","아파트",27861,14817,2667,7640,500,113,2124
"면부","계","연립주택",2871,2033,188,330,90,27,203
"면부","계","다세대주택",5609,3554,548,807,234,62,404
"면부","계","비거주용 건물 내 주택",4512,3005,114,496,205,72,620
"면부","계","주택이외의 거처",27044,16609,350,1874,1458,352,6401
"면부","남자","계",144672,108975,2980,9713,5387,1442,16175
"면부","남자","주택",129584,100127,2890,8750,4530,1272,12015
"면부","남자","단독주택",115549,93248,1596,4854,4054,1144,10653
"면부","남자","아파트",9184,4142,926,3118,218,46,734
"면부","남자","연립주택",907,529,76,151,47,12,92
"면부","남자","다세대주택",2061,1052,251,423,125,30,180
"면부","남자","비거주용 건물 내 주택",1883,1156,41,204,86,40,356
"면부","남자","주택이외의 거처",15088,8848,90,963,857,170,4160
"면부","여자","계",283147,245652,4541,10003,4458,1721,16772
"면부","여자","주택",271191,237891,4281,9092,3857,1539,14531
"면부","여자","단독주택",244373,221361,2058,3715,3304,1393,12542
"면부","여자","아파트",18677,10675,1741,4522,282,67,1390
"면부","여자","연립주택",1964,1504,112,179,43,15,111
"면부","여자","다세대주택",3548,2502,297,384,109,32,224
"면부","여자","비거주용 건물 내 주택",2629,1849,73,292,119,32,264
"면부","여자","주택이외의 거처",11956,7761,260,911,601,182,2241
"서울특별시","계","계",354567,143722,73439,104055,15765,2358,15228
"서울특별시","계","주택",333732,139464,71801,98735,9198,1808,12726
"서울특별시","계","단독주택",135997,35023,35264,53389,6391,1243,4687
"서울특별시","계","아파트",127341,65054,22443,33439,1047,317,5041
"서울특별시","계","연립주택",9246,6259,1560,984,123,-,320
