"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"전국","계","합계","합계","2020년","6643354","378734","396868","763754","599954","902189","1254143","946959","427904","548329","424520",
"전국","계","합계","미혼","2020년","3340537","238015","272107","455300","349513","489600","620449","398850","151306","181894","183503",
"전국","계","합계","배우자 있음","2020년","874341","79371","67262","151651","109473","144688","156390","90591","30625","31765","12525",
"전국","계","합계","사별","2020년","1361817","33613","30625","79722","70731","147917","267507","250693","133092","185540","162377",
"전국","계","합계","이혼","2020년","1066659","27735","26874","77081","70237","119984","209797","206825","112881","149130","66115",
"전국","계","20세미만","합계","2020년","72119","20066","27704","16203","5206","2940","","","","","",
"전국","계","20세미만","미혼","2020년","72119","20066","27704","16203","5206","2940","","","","","",
"전국","계","20~24","합계","2020년","496119","68652","93295","120327","82413","92708","38724","","","","",
"전국","계","20~24","미혼","2020년","494422","68319","93147","119888","82195","92355","38518","","","","",
"전국","계","20~24","배우자 있음","2020년","1098","242","96","322","126","232","80","","","","",
"전국","계","20~24","사별","2020년","15","","","","6","9","","","","","",
"전국","계","20~24","이혼","2020년","584","91","52","117","86","112","126","","","","",
"전국","계","25~29","합계","2020년","775110","73429","78731","143888","111854","148314","177016","41878","","","",
"전국","계","25~29","미혼","2020년","760813","71380","76813","140455","109925","146041","174927","41272","","","",
"전국","계","25~29","배우자 있음","2020년","10169","1572","1461","2515","1391","1456","1375","399","","","",
"전국","계","25~29","사별","2020년","177","9","14","44","11","23","67","9","","","",
"전국","계","25~29","이혼","2020년","3951","468","443","874","527","794","647","198","","","",
"전국","계","30~34","합계","2020년","618316","42048","40740","88391","69649","104625","153336","103325","16202","","",
"전국","계","30~34","미혼","2020년","571902","36058","35568","77593","62617","97314","146851","100345","15556","","",
"전국","계","30~34","배우자 있음","2020년","32912","4694","4035","8010","5017","4928","4033","1832","363","","",
"전국","계","30~34","사별","2020년","500","32","38","79","68","58","129","80","16","","",
"전국","계","30~34","이혼","2020년","13002","1264","1099","2709","1947","2325","2323","1068","267","","",
"전국","계","35~39","합계","2020년","497027","27376","24748","58079","48124","73474","111777","85671","45895","21883","",
"전국","계","35~39","미혼","2020년","414181","18387","16772","41990","36088","58440","97625","80399","43994","20486","",
"전국","계","35~39","배우자 있음","2020년","49953","6950","5734","10927","7532","8511","6446","2299","919","635","",
"전국","계","35~39","사별","2020년","1147","96","80","143","162","195","275","87","51","58","",
"전국","계","35~39","이혼","2020년","31746","1943","2162","5019","4342","6328","7431","2886","931","704","",
"전국","계","40~44","합계","2020년","427257","20023","18884","43605","36368","57453","85580","74228","35415","49217","6484",
"전국","계","40~44","미혼","2020년","304966","9534","9364","23444","20726","36148","60450","61327","31361","46446","6166",
"전국","계","40~44","배우자 있음","2020년","63115","7913","6635","13307","9297","10463","9247","3928","1211","1007","107",
"전국","계","40~44","사별","2020년","2016","155","139","194","234","364","484","308","79","59","",
"전국","계","40~44","이혼","2020년","57160","2421","2746","6660","6111","10478","15399","8665","2764","1705","211",
"전국","계","45~49","합계","2020년","476499","21423","20329","47426","39094","58808","86270","76867","39689","53341","33252",
"전국","계","45~49","미혼","2020년","263299","6691","6179","16063","14840","24770","42531","48232","27329","45083","31581",
"전국","계","45~49","배우자 있음","2020년","95713","10453","9652","19273","13176","16558","15477","6744","2147","1594","639",
"전국","계","45~49","사별","2020년","6321","320","342","902","746","901","1465","903","363","327","52",
"전국","계","45~49","이혼","2020년","111166","3959","4156","11188","10332","16579","26797","20988","9850","6337","980",
"전국","계","50~54","합계","2020년","497959","22402","20232","50057","40062","62027","88986","79886","37129","51506","45672",
"전국","계","50~54","미혼","2020년","183077","3662","3244","9773","8720","15411","26196","29779","14426","30989","40877",
"전국","계","50~54","배우자 있음","2020년","125494","12143","11158","23644","16585","21498","21438","11583","3397","3040","1008",
"전국","계","50~54","사별","2020년","21621","1301","935","2608","2236","3257","4594","3458","1415","1499","318",
"전국","계","50~54","이혼","2020년","167767","5296","4895","14032","12521","21861","36758","35066","17891","15978","3469",
"전국","계","55~59","합계","2020년","541536","21998","18909","49178","41674","64635","101908","89488","45753","59483","48510",
"전국","계","55~59","미혼","2020년","120732","2084","1733","5042","4707","8474","16011","17577","8713","18691","37700",
"전국","계","55~59","배우자 있음","2020년","147259","12100","10162","24803","18412","25149","28430","16146","5589","4867","1601",
"전국","계","55~59","사별","2020년","62200","2505","2325","5608","5306","8715","14127","10896","5714","5746","1258",
"전국","계","55~59","이혼","2020년","211345","5309","4689","13725","13249","22297","43340","44869","25737","30179","7951",
"전국","계","60~64","합계","2020년","580701","19685","16833","47516","40736","66867","109023","99857","50734","77775","51675",
"전국","계","60~64","미혼","2020년","79263","1022","940","2943","2623","4298","9940","11162","5054","11117","30164",
"전국","계","60~64","배우자 있음","2020년","144431","10275","8255","22042","17319","24364","28705","18100","6239","7228","1904",
"전국","계","60~64","사별","2020년","140573","4333","3982","10535","9818","18335","32225","25691","12989","17778","4887",
"전국","계","60~64","이혼","2020년","216434","4055","3656","11996","10976","19870","38153","44904","26452","41652","14720",
"전국","계","65~69","합계","2020년","458284","13187","11938","31363","27632","49995","86458","81334","42064","65213","49100",
"전국","계","65~69","미혼","2020년","40199","528","419","1066","1033","1918","4130","5218","2715","5115","18057",
"전국","계","65~69","배우자 있음","2020년","89533","5637","4612","12154","9463","14474","18767","12563","4467","5354","2042",
"전국","계","65~69","사별","2020년","190443","5250","4893","11994","11191","22748","41270","36410","18588","25427","12672",
"전국","계","65~69","이혼","2020년","138109","1772","2014","6149","5945","10855","22291","27143","16294","29317","16329",
"전국","계","70~74","합계","2020년","382524","10130","8491","24115","20411","39754","70729","69829","36189","53767","49109",
"전국","계","70~74","미혼","2020년","19005","128","118","460","398","844","1779","2125","1228","2336","9589",
"전국","계","70~74","배우자 있음","2020년","54787","3291","2449","6674","5302","8359","11404","8669","3033","3778","1828",
"전국","계","70~74","사별","2020년","238113","6042","5306","14083","12082","25437","47381","45750","24018","32825","25189",
"전국","계","70~74","이혼","2020년","70619","669","618","2898","2629","5114","10165","13285","7910","14828","12503",
"전국","계","75~79","합계","2020년","350186","8501","7388","19650","17214","36938","64435","61954","33206","48442","52458",
"전국","계","75~79","미혼","2020년","10050","117","69","194","282","398","957","849","539","945","5700",
"전국","계","75~79","배우자 있음","2020년","32801","2081","1440","4049","3265","4681","6290","4858","1923","2388","1826",
"전국","계","75~79","사별","2020년","276361","5963","5647","14261","12536","29471","52754","50790","27407","39101","38431",
"전국","계","75~79","이혼","2020년","30974","340","232","1146","1131","2388","4434","5457","3337","6008","6501",
"전국","계","80~84","합계","2020년","278847","6473","5619","15141","12203","28096","49048","49466","26707","39584","46510",
"전국","계","80~84","미혼","2020년","4138","32","30","141","90","124","305","385","241","454","2336",
"전국","계","80~84","배우자 있음","2020년","18258","1322","1016","2535","1710","2811","3217","2355","957","1323","1012",
"전국","계","80~84","사별","2020년","245857","4987","4490","12039","10035","24389","44021","44943","24397","35822","40734",
"전국","계","80~84","이혼","2020년","10594","132","83","426","368","772","1505","1783","1112","1985","2428",
"전국","계","85세 이상","합계","2020년","190870","3341","3027","8815","7314","15555","30853","33176","18921","28118","41750",
"전국","계","85세 이상","미혼","2020년","2371","7","7","45","63","125","229","180","150","232","1333",
"전국","계","85세 이상","배우자 있음","2020년","8818","698","557","1396","878","1204","1481","1115","380","551","558",
"전국","계","85세 이상","사별","2020년","176473","2620","2434","7232","6300","14015","28715","31368","18055","26898","38836",
"전국","계","85세 이상","이혼","2020년","3208","16","29","142","73","211","428","513","336","437","1023",
"전국","남자","합계","합계","2020년","3304398","203716","210613","403852","315159","457857","636787","469552","197637","239217","170008",
"전국","남자","합계","미혼","2020년","1996214","135069","149734","259487","199681","279502","373073","257785","98078","123064","120741",
"전국","남자","합계","배우자 있음","2020년","525923","48931","42067","89437","65192","86780","95912","54785","18552","17870","6397",
"전국","남자","합계","사별","2020년","218508","6613","5873","15607","13802","27587","50680","42527","20512","24313","10994",
"전국","남자","합계","이혼","2020년","563753","13103","12939","39321","36484","63988","117122","114455","60495","73970","31876",
"전국","남자","20세미만","합계","2020년","33854","9721","13178","7097","2398","1460","","","","","",
"전국","남자","20세미만","미혼","2020년","33854","9721","13178","7097","2398","1460","","","","","",
"전국","남자","20~24","합계","2020년","219029","33199","44768","54917","35573","34758","15814","","","","",
"전국","남자","20~24","미혼","2020년","218512","33115","44744","54792","35513","34606","15742","","","","",
"전국","남자","20~24","배우자 있음","2020년","310","55","13","97","31","100","14","","","","",
"전국","남자","20~24","사별","2020년","11","","","","6","5","","","","","",
"전국","남자","20~24","이혼","2020년","196","29","11","28","23","47","58","","","","",
"전국","남자","25~29","합계","2020년","433190","42355","45438","83785","63144","81752","91989","24727","","","",
"전국","남자","25~29","미혼","2020년","426820","41330","44673","82269","62309","80784","91056","24399","","","",
"전국","남자","25~29","배우자 있음","2020년","4749","805","650","1175","627","653","638","201","","","",
"전국","남자","25~29","사별","2020년","104","9","3","34","7","12","30","9","","","",
"전국","남자","25~29","이혼","2020년","1517","211","112","307","201","303","265","118","","","",
"전국","남자","30~34","합계","2020년","394473","26874","25530","55969","44717","67597","98078","64689","11019","","",
"전국","남자","30~34","미혼","2020년","369015","23476","22703","50015","40702","63799","94680","63025","10615","","",
"전국","남자","30~34","배우자 있음","2020년","19381","2868","2341","4752","3054","2671","2335","1080","280","","",
"전국","남자","30~34","사별","2020년","273","14","17","44","35","34","54","62","13","","",
"전국","남자","30~34","이혼","2020년","5804","516","469","1158","926","1093","1009","522","111","","",
"전국","남자","35~39","합계","2020년","320100","17848","15319","37110","30724","47158","72996","55589","28426","14930","",
"전국","남자","35~39","미혼","2020년","269272","11928","10316","26952","23434","37947","64516","52666","27372","14141","",
"전국","남자","35~39","배우자 있음","2020년","33498","4893","3837","7287","4903","5712","4405","1501","579","381","",
"전국","남자","35~39","사별","2020년","580","50","47","74","106","76","122","41","27","37","",
"전국","남자","35~39","이혼","2020년","16750","977","1119","2797","2281","3423","3953","1381","448","371","",
"전국","남자","40~44","합계","2020년","272897","13128","12233","27709","23377","36014","54022","47118","22474","32167","4655",
"전국","남자","40~44","미혼","2020년","198471","6193","5768","14932","13582","23229","39150","39874","20531","30760","4452",
"전국","남자","40~44","배우자 있음","2020년","43117","5581","4858","9029","6272","6851","6281","2781","787","602","75",
"전국","남자","40~44","사별","2020년","791","60","86","49","83","122","221","112","31","27","",
"전국","남자","40~44","이혼","2020년","30518","1294","1521","3699","3440","5812","8370","4351","1125","778","128",
"전국","남자","45~49","합계","2020년","299310","13169","12689","28748","23721","36356","53564","47563","23964","35269","24267",
"전국","남자","45~49","미혼","2020년","178492","4354","4036","10680","9990","16491","28000","32258","17924","31486","23273",
"전국","남자","45~49","배우자 있음","2020년","62708","6787","6466","12403","8277","10890","10376","4642","1474","963","430",
"전국","남자","45~49","사별","2020년","1936","81","101","215","193","274","528","253","155","117","19",
"전국","남자","45~49","이혼","2020년","56174","1947","2086","5450","5261","8701","14660","10410","4411","2703","545",
"전국","남자","50~54","합계","2020년","300477","12437","11862","28241","22838","36635","53958","48800","21093","31625","32988",
"전국","남자","50~54","미혼","2020년","129679","2506","2227","6636","6080","10984","18335","21194","9685","21742","30290",
"전국","남자","50~54","배우자 있음","2020년","77801","7485","7106","14126","9897","13158","13772","7350","2145","2072","690",
"전국","남자","50~54","사별","2020년","5275","167","225","571","413","737","1234","979","377","453","119",
"전국","남자","50~54","이혼","2020년","87722","2279","2304","6908","6448","11756","20617","19277","8886","7358","1889",
"전국","남자","55~59","합계","2020년","294220","11061","9869","24784","21303","33990","55755","49110","23830","31382","33136",
"전국","남자","55~59","미혼","2020년","85899","1448","1279","3472","3141","5881","11273","12651","6204","13291","27259",
"전국","남자","55~59","배우자 있음","2020년","85484","6853","6122","13643","10521","14549","16981","9611","3355","2763","1086",
"전국","남자","55~59","사별","2020년","12287","404","329","1041","1004","1753","2913","2312","1170","1063","298",
"전국","남자","55~59","이혼","2020년","110550","2356","2139","6628","6637","11807","24588","24536","13101","14265","4493",
"전국","남자","60~64","합계","2020년","270517","9546","8005","21698","18409","29733","50113","47302","24034","32626","29051",
"전국","남자","60~64","미혼","2020년","50707","633","556","1783","1608","2802","6709","7251","3292","7096","18977",
"전국","남자","60~64","배우자 있음","2020년","81351","6230","5051","11991","9633","13783","16276","10054","3639","3622","1072",
"전국","남자","60~64","사별","2020년","24895","748","687","1837","1803","3187","5926","4739","2289","2608","1071",
"전국","남자","60~64","이혼","2020년","113564","1935","1711","6087","5365","9961","21202","25258","14814","19300","7931",
"전국","남자","65~69","합계","2020년","180497","5319","4546","12635","11248","19217","33311","32667","16923","24971","19660",
"전국","남자","65~69","미혼","2020년","21351","239","179","555","576","912","2279","2865","1547","2843","9356",
"전국","남자","65~69","배우자 있음","2020년","51597","3348","2632","6694","5395","8396","11301","7430","2562","2784","1055",
"전국","남자","65~69","사별","2020년","31381","805","807","1966","1893","3864","7152","6599","2872","3769","1654",
"전국","남자","65~69","이혼","2020년","76168","927","928","3420","3384","6045","12579","15773","9942","15575","7595",
"전국","남자","70~74","합계","2020년","119128","3282","2726","8038","6893","12669","22574","22108","11054","16809","12975",
"전국","남자","70~74","미혼","2020년","8785","70","39","196","196","352","880","1096","556","1075","4325",
"전국","남자","70~74","배우자 있음","2020년","32006","1795","1402","3668","2970","5095","6878","5251","1848","2246","853",
"전국","남자","70~74","사별","2020년","37851","1056","906","2364","2226","4104","8700","7683","3785","4804","2223",
"전국","남자","70~74","이혼","2020년","40486","361","379","1810","1501","3118","6116","8078","4865","8684","5574",
"전국","남자","75~79","합계","2020년","79884","2459","1815","5540","5027","9331","15989","14702","7310","9972","7739",
"전국","남자","75~79","미혼","2020년","3831","42","20","73","117","185","342","361","254","413","2024",
"전국","남자","75~79","배우자 있음","2020년","18424","1126","686","2142","1935","2537","3836","2970","1139","1440","613",
"전국","남자","75~79","사별","2020년","40149","1105","986","2617","2211","5200","9122","7959","3923","4566","2460",
"전국","남자","75~79","이혼","2020년","17480","186","123","708","764","1409","2689","3412","1994","3553","2642",
"전국","남자","80~84","합계","2020년","53056","2013","1545","4440","3337","6823","10980","9369","4703","6222","3624",
"전국","남자","80~84","미혼","2020년","1091","12","16","29","26","29","77","116","72","158","556",
"전국","남자","80~84","배우자 있음","2020년","10216","643","536","1484","1033","1634","1886","1367","540","738","355",
"전국","남자","80~84","사별","2020년","36169","1275","956","2678","2078","4737","8182","6805","3430","4129","1899",
"전국","남자","80~84","이혼","2020년","5580","83","37","249","200","423","835","1081","661","1197","814",
"전국","남자","85세 이상","합계","2020년","33766","1305","1090","3141","2450","4364","7644","5808","2807","3244","1913",
"전국","남자","85세 이상","미혼","2020년","435","2","","6","9","41","34","29","26","59","229",
"전국","남자","85세 이상","배우자 있음","2020년","5281","462","367","946","644","751","933","547","204","259","168",
"전국","남자","85세 이상","사별","2020년","26806","839","723","2117","1744","3482","6496","4974","2440","2740","1251",
"전국","남자","85세 이상","이혼","2020년","1244","2","","72","53","90","181","258","137","186","265",
"전국","여자","합계","합계","2020년","3338956","175018","186255","359902","284795","444332","617356","477407","230267","309112","254512",
"전국","여자","합계","미혼","2020년","1344323","102946","122373","195813","149832","210098","247376","141065","53228","58830","62762",
"전국","여자","합계","배우자 있음","2020년","348418","30440","25195","62214","44281","57908","60478","35806","12073","13895","6128",
"전국","여자","합계","사별","2020년","1143309","27000","24752","64115","56929","120330","216827","208166","112580","161227","151383",
"전국","여자","합계","이혼","2020년","502906","14632","13935","37760","33753","55996","92675","92370","52386","75160","34239",
"전국","여자","20세미만","합계","2020년","38265","10345","14526","9106","2808","1480","","","","","",
"전국","여자","20세미만","미혼","2020년","38265","10345","14526","9106","2808","1480","","","","","",
"전국","여자","20~24","합계","2020년","277090","35453","48527","65410","46840","57950","22910","","","","",
"전국","여자","20~24","미혼","2020년","275910","35204","48403","65096","46682","57749","22776","","","","",
"전국","여자","20~24","배우자 있음","2020년","788","187","83","225","95","132","66","","","","",
"전국","여자","20~24","사별","2020년","4","","","","","4","","","","","",
"전국","여자","20~24","이혼","2020년","388","62","41","89","63","65","68","","","","",
"전국","여자","25~29","합계","2020년","341920","31074","33293","60103","48710","66562","85027","17151","","","",
"전국","여자","25~29","미혼","2020년","333993","30050","32140","58186","47616","65257","83871","16873","","","",
"전국","여자","25~29","배우자 있음","2020년","5420","767","811","1340","764","803","737","198","","","",
"전국","여자","25~29","사별","2020년","73","","11","10","4","11","37","","","","",
"전국","여자","25~29","이혼","2020년","2434","257","331","567","326","491","382","80","","","",
"전국","여자","30~34","합계","2020년","223843","15174","15210","32422","24932","37028","55258","38636","5183","","",
"전국","여자","30~34","미혼","2020년","202887","12582","12865","27578","21915","33515","52171","37320","4941","","",
"전국","여자","30~34","배우자 있음","2020년","13531","1826","1694","3258","1963","2257","1698","752","83","","",
"전국","여자","30~34","사별","2020년","227","18","21","35","33","24","75","18","3","","",
"전국","여자","30~34","이혼","2020년","7198","748","630","1551","1021","1232","1314","546","156","","",
"전국","여자","35~39","합계","2020년","176927","9528","9429","20969","17400","26316","38781","30082","17469","6953","",
"전국","여자","35~39","미혼","2020년","144909","6459","6456","15038","12654","20493","33109","27733","16622","6345","",
"전국","여자","35~39","배우자 있음","2020년","16455","2057","1897","3640","2629","2799","2041","798","340","254","",
"전국","여자","35~39","사별","2020년","567","46","33","69","56","119","153","46","24","21","",
"전국","여자","35~39","이혼","2020년","14996","966","1043","2222","2061","2905","3478","1505","483","333","",
"전국","여자","40~44","합계","2020년","154360","6895","6651","15896","12991","21439","31558","27110","12941","17050","1829",
"전국","여자","40~44","미혼","2020년","106495","3341","3596","8512","7144","12919","21300","21453","10830","15686","1714",
"전국","여자","40~44","배우자 있음","2020년","19998","2332","1777","4278","3025","3612","2966","1147","424","405","32",
"전국","여자","40~44","사별","2020년","1225","95","53","145","151","242","263","196","48","32","",
"전국","여자","40~44","이혼","2020년","26642","1127","1225","2961","2671","4666","7029","4314","1639","927","83",
"전국","여자","45~49","합계","2020년","177189","8254","7640","18678","15373","22452","32706","29304","15725","18072","8985",
"전국","여자","45~49","미혼","2020년","84807","2337","2143","5383","4850","8279","14531","15974","9405","13597","8308",
"전국","여자","45~49","배우자 있음","2020년","33005","3666","3186","6870","4899","5668","5101","2102","673","631","209",
"전국","여자","45~49","사별","2020년","4385","239","241","687","553","627","937","650","208","210","33",
"전국","여자","45~49","이혼","2020년","54992","2012","2070","5738","5071","7878","12137","10578","5439","3634","435",
"전국","여자","50~54","합계","2020년","197482","9965","8370","21816","17224","25392","35028","31086","16036","19881","12684",
"전국","여자","50~54","미혼","2020년","53398","1156","1017","3137","2640","4427","7861","8585","4741","9247","10587",
"전국","여자","50~54","배우자 있음","2020년","47693","4658","4052","9518","6688","8340","7666","4233","1252","968","318",
"전국","여자","50~54","사별","2020년","16346","1134","710","2037","1823","2520","3360","2479","1038","1046","199",
"전국","여자","50~54","이혼","2020년","80045","3017","2591","7124","6073","10105","16141","15789","9005","8620","1580",
"전국","여자","55~59","합계","2020년","247316","10937","9040","24394","20371","30645","46153","40378","21923","28101","15374",
"전국","여자","55~59","미혼","2020년","34833","636","454","1570","1566","2593","4738","4926","2509","5400","10441",
"전국","여자","55~59","배우자 있음","2020년","61775","5247","4040","11160","7891","10600","11449","6535","2234","2104","515",
"전국","여자","55~59","사별","2020년","49913","2101","1996","4567","4302","6962","11214","8584","4544","4683","960",
"전국","여자","55~59","이혼","2020년","100795","2953","2550","7097","6612","10490","18752","20333","12636","15914","3458",
"전국","여자","60~64","합계","2020년","310184","10139","8828","25818","22327","37134","58910","52555","26700","45149","22624",
"전국","여자","60~64","미혼","2020년","28556","389","384","1160","1015","1496","3231","3911","1762","4021","11187",
"전국","여자","60~64","배우자 있음","2020년","63080","4045","3204","10051","7686","10581","12429","8046","2600","3606","832",
"전국","여자","60~64","사별","2020년","115678","3585","3295","8698","8015","15148","26299","20952","10700","15170","3816",
"전국","여자","60~64","이혼","2020년","102870","2120","1945","5909","5611","9909","16951","19646","11638","22352","6789",
"전국","여자","65~69","합계","2020년","277787","7868","7392","18728","16384","30778","53147","48667","25141","40242","29440",
"전국","여자","65~69","미혼","2020년","18848","289","240","511","457","1006","1851","2353","1168","2272","8701",
"전국","여자","65~69","배우자 있음","2020년","37936","2289","1980","5460","4068","6078","7466","5133","1905","2570","987",
"전국","여자","65~69","사별","2020년","159062","4445","4086","10028","9298","18884","34118","29811","15716","21658","11018",
"전국","여자","65~69","이혼","2020년","61941","845","1086","2729","2561","4810","9712","11370","6352","13742","8734",
"전국","여자","70~74","합계","2020년","263396","6848","5765","16077","13518","27085","48155","47721","25135","36958","36134",
"전국","여자","70~74","미혼","2020년","10220","58","79","264","202","492","899","1029","672","1261","5264",
"전국","여자","70~74","배우자 있음","2020년","22781","1496","1047","3006","2332","3264","4526","3418","1185","1532","975",
"전국","여자","70~74","사별","2020년","200262","4986","4400","11719","9856","21333","38681","38067","20233","28021","22966",
"전국","여자","70~74","이혼","2020년","30133","308","239","1088","1128","1996","4049","5207","3045","6144","6929",
"전국","여자","75~79","합계","2020년","270302","6042","5573","14110","12187","27607","48446","47252","25896","38470","44719",
"전국","여자","75~79","미혼","2020년","6219","75","49","121","165","213","615","488","285","532","3676",
"전국","여자","75~79","배우자 있음","2020년","14377","955","754","1907","1330","2144","2454","1888","784","948","1213",
"전국","여자","75~79","사별","2020년","236212","4858","4661","11644","10325","24271","43632","42831","23484","34535","35971",
"전국","여자","75~79","이혼","2020년","13494","154","109","438","367","979","1745","2045","1343","2455","3859",
"전국","여자","80~84","합계","2020년","225791","4460","4074","10701","8866","21273","38068","40097","22004","33362","42886",
"전국","여자","80~84","미혼","2020년","3047","20","14","112","64","95","228","269","169","296","1780",
"전국","여자","80~84","배우자 있음","2020년","8042","679","480","1051","677","1177","1331","988","417","585","657",
"전국","여자","80~84","사별","2020년","209688","3712","3534","9361","7957","19652","35839","38138","20967","31693","38835",
"전국","여자","80~84","이혼","2020년","5014","49","46","177","168","349","670","702","451","788","1614",
"전국","여자","85세 이상","합계","2020년","157104","2036","1937","5674","4864","11191","23209","27368","16114","24874","39837",
"전국","여자","85세 이상","미혼","2020년","1936","5","7","39","54","84","195","151","124","173","1104",
"전국","여자","85세 이상","배우자 있음","2020년","3537","236","190","450","234","453","548","568","176","292","390",
"전국","여자","85세 이상","사별","2020년","149667","1781","1711","5115","4556","10533","22219","26394","15615","24158","37585",
"전국","여자","85세 이상","이혼","2020년","1964","14","29","70","20","121","247","255","199","251","758",
"동부","계","합계","합계","2020년","5301112","310659","328373","629934","492766","726078","1001394","749319","332059","416981","313549",
"동부","계","합계","미혼","2020년","2904990","205369","234892","396935","304218","428989","546710","349042","131442","154569","152824",
"동부","계","합계","배우자 있음","2020년","611178","58081","49449","111681","78737","98556","102488","61187","20488","21623","8888",
"동부","계","합계","사별","2020년","909516","24100","21685","56931","51511","100948","181451","170069","86741","118982","97098",
"동부","계","합계","이혼","2020년","875428","23109","22347","64387","58300","97585","170745","169021","93388","121807","54739",
"동부","계","20세미만","합계","2020년","61466","16718","23969","13882","4295","2602","","","","","",
"동부","계","20세미만","미혼","2020년","61466","16718","23969","13882","4295","2602","","","","","",
"동부","계","20~24","합계","2020년","434915","58960","80648","105107","72385","82835","34980","","","","",
"동부","계","20~24","미혼","2020년","433661","58765","80516","104780","72197","82600","34803","","","","",
"동부","계","20~24","배우자 있음","2020년","751","130","80","228","100","154","59","","","","",
"동부","계","20~24","사별","2020년","15","","","","6","9","","","","","",
"동부","계","20~24","이혼","2020년","488","65","52","99","82","72","118","","","","",
"동부","계","25~29","합계","2020년","693054","64773","69079","127176","99211","133448","161035","38332","","","",
"동부","계","25~29","미혼","2020년","681523","63183","67475","124344","97689","131626","159371","37835","","","",
"동부","계","25~29","배우자 있음","2020년","7878","1156","1201","1988","1044","1120","1049","320","","","",
"동부","계","25~29","사별","2020년","160","9","9","44","11","23","55","9","","","",
"동부","계","25~29","이혼","2020년","3493","425","394","800","467","679","560","168","","","",
"동부","계","30~34","합계","2020년","546390","36521","35128","77193","60569","91987","136860","93681","14451","","",
"동부","계","30~34","미혼","2020년","508097","31488","30945","68275","54845","85983","131521","91150","13890","","",
"동부","계","30~34","배우자 있음","2020년","26742","3897","3224","6529","4037","3963","3238","1541","313","","",
"동부","계","30~34","사별","2020년","459","20","27","79","63","55","125","77","13","","",
"동부","계","30~34","이혼","2020년","11092","1116","932","2310","1624","1986","1976","913","235","","",
"동부","계","35~39","합계","2020년","429423","22990","20941","49691","41052","62610","96986","75644","40751","18758","",
"동부","계","35~39","미혼","2020년","362136","15797","14327","36664","31060","50481","85724","71293","39182","17608","",
"동부","계","35~39","배우자 있음","2020년","39179","5434","4722","8702","6064","6608","4696","1785","700","468","",
"동부","계","35~39","사별","2020년","943","67","72","99","154","166","227","70","42","46","",
"동부","계","35~39","이혼","2020년","27165","1692","1820","4226","3774","5355","6339","2496","827","636","",
"동부","계","40~44","합계","2020년","359437","15990","15128","35654","30043","47079","71828","64212","31038","42925","5540",
"동부","계","40~44","미혼","2020년","262411","8028","7737","19958","17495","30276","51938","53527","27585","40620","5247",
"동부","계","40~44","배우자 있음","2020년","47517","5871","5065","10169","7127","7814","6635","2972","957","804","103",
"동부","계","40~44","사별","2020년","1614","134","87","162","211","265","380","262","65","48","",
"동부","계","40~44","이혼","2020년","47895","1957","2239","5365","5210","8724","12875","7451","2431","1453","190",
"동부","계","45~49","합계","2020년","390531","16710","15906","37671","31199","46830","69909","64441","33856","45642","28367",
"동부","계","45~49","미혼","2020년","222768","5426","4847","13220","12227","20418","35850","41136","23816","38877","26951",
"동부","계","45~49","배우자 있음","2020년","70771","7775","7332","14490","9874","11975","10891","5207","1544","1171","512",
"동부","계","45~49","사별","2020년","4872","219","277","655","599","735","1121","691","266","268","41",
"동부","계","45~49","이혼","2020년","92120","3290","3450","9306","8499","13702","22047","17407","8230","5326","863",
"동부","계","50~54","합계","2020년","393310","17173","15274","39062","30778","46565","69186","63637","30377","42842","38416",
"동부","계","50~54","미혼","2020년","151619","2980","2528","7798","7065","12368","21275","24596","12185","26267","34557",
"동부","계","50~54","배우자 있음","2020년","88276","8900","7985","17572","11817","14569","14398","7845","2318","2164","708",
"동부","계","50~54","사별","2020년","16052","944","728","2000","1630","2297","3459","2594","1023","1114","263",
"동부","계","50~54","이혼","2020년","137363","4349","4033","11692","10266","17331","30054","28602","14851","13297","2888",
"동부","계","55~59","합계","2020년","413826","16580","14083","37614","31225","47536","75251","68296","36110","47343","39788",
"동부","계","55~59","미혼","2020년","96986","1536","1306","4061","3705","6592","12547","13869","6837","15315","31218",
"동부","계","55~59","배우자 있음","2020년","99613","8730","7088","17747","12638","16454","18114","10695","3803","3264","1080",
"동부","계","55~59","사별","2020년","46053","1950","1825","4392","4031","6588","10048","7900","4169","4176","974",
"동부","계","55~59","이혼","2020년","171174","4364","3864","11414","10851","17902","34542","35832","21301","24588","6516",
"동부","계","60~64","합계","2020년","440021","14779","12464","36025","30454","48435","80407","76315","38986","60433","41723",
"동부","계","60~64","미혼","2020년","62988","801","755","2385","2091","3295","7781","8787","3986","8731","24376",
"동부","계","60~64","배우자 있음","2020년","95803","7229","5720","15449","11897","15241","17763","12006","4177","4890","1431",
"동부","계","60~64","사별","2020년","104526","3364","2973","8001","7400","13746","24024","18991","9253","12989","3785",
"동부","계","60~64","이혼","2020년","176704","3385","3016","10190","9066","16153","30839","36531","21570","33823","12131",
"동부","계","65~69","합계","2020년","342070","9629","8991","23543","20646","36202","62704","60689","31640","49131","38895",
"동부","계","65~69","미혼","2020년","32604","425","323","840","805","1534","3268","4189","2190","4110","14920",
